source_file,source_sheet,no,item_name,data_type,length,required,description,example,validation,related_check_no,notes
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A44)+1,予備02,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A45)+1,予備03,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A46)+1,予備04,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A47)+1,予備05,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A48)+1,予備06,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A49)+1,予備07,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A50)+1,予備08,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A51)+1,予備09,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A52)+1,予備10,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A53)+1,予備11,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A54)+1,予備12,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A55)+1,予備13,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A56)+1,予備14,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A57)+1,予備15,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A58)+1,予備16,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A59)+1,予備17,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A60)+1,予備18,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A61)+1,予備19,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A62)+1,予備20,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A63)+1,予備21,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A64)+1,予備22,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A65)+1,予備23,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A66)+1,予備24,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A67)+1,予備25,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A68)+1,予備26,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A69)+1,予備27,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A70)+1,予備28,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A71)+1,予備29,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A72)+1,予備30,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A73)+1,予備31,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A74)+1,予備32,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A75)+1,予備33,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A76)+1,予備34,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A77)+1,予備35,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A78)+1,予備36,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A79)+1,予備37,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A80)+1,予備38,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A81)+1,予備39,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A82)+1,予備40,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A83)+1,予備41,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A84)+1,予備42,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A85)+1,予備43,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A86)+1,予備44,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A87)+1,予備45,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A88)+1,予備46,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A89)+1,予備47,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A90)+1,予備48,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A91)+1,予備49,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
別紙13_インタフェース仕様書（（共通）営農計画書の農地利用計画（筆情報））_20260527.xlsx,（共通）営農計画書の農地利用計画（筆情報）,=MAX(A$8:A92)+1,予備50,文字列,256,,全角256桁以内,サンプル,・256桁を超える,-,
